ASVID	Taxon	ScientificName_unique
240a30949d8516a7daf4fcc9ae9409a3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus	g__Lysinibacillus_unknown
06b0cdc9b5af174c7c86120dd1d52d9e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium	g__Hyphomicrobium_unknown
940fb1d8b724c3e7531dc107b38cdfb7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia	g__Serratia_unknown.4
6a24723ad508afd570100265b188df8c	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__SM2D12; s__uncultured_bacterium	g__SM2D12_isolate
fa52daf70be759cdb87b1c3cf4e912e5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__uncultured_bacterium	g__Aquicella_isolate
d20b46e3c9d79a8e49a48f112fc03d4f	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Romboutsia	g__Romboutsia_unknown.1
7f929e90cf65ddeda1f9c76295c8152b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga	g__Hydrogenophaga_unknown
260a6ce9f5a56233cb20e2ec5b813d53	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Geobacillus	g__Geobacillus_unknown.1
cdb2533d07f640c880e4d2fb8edc60b6	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus	g__Brevibacillus_unknown.3
4353e45241a40a92c853b19e1219bb24	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium	g__Pedomicrobium_unknown
3ecb6b93279137a28d51bc4f65e01f18	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__SM2D12	g__SM2D12_unknown
f2f3e115df33be9302987bd8dbc3d362	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.583
aad3c60a03a9220c3b6f2d5b836c572a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.557
820bf08b9e0740826cebe21489a0e559	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woesebacteria; f__Candidatus_Woesebacteria; g__Candidatus_Woesebacteria; s__uncultured_eubacterium	g__Candidatus_Woesebacteria_isolate.1
b101db7ea7520261274bbbab90cedb38	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	f__Comamonadaceae_unknown.32
82111040033564e4025c866576f05fe4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__KD3-93; g__KD3-93; s__uncultured_bacterium	g__KD3-93_isolate
f9c1c7de158ab4d555ec46bec26478f1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	g__Flavobacterium_unknown.56
e6aaa7d29fbeb4f5370ed008d384a8e0	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Woesebacteria; f__Candidatus_Woesebacteria; g__Candidatus_Woesebacteria	g__Candidatus_Woesebacteria_unknown
2551d9f09963eda87c48eba5e4e80369	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	g__Parcubacteria_isolate.3
378bd468b1175190e337262d22ca2da2	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Luteolibacter; s__Verrucomicrobia_bacterium	s__Verrucomicrobia_bacterium
9731a9d18d5dad579298869c0c9fd92a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.57
466c5df8130259012656af337d77a0ba	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	o__Enterobacterales_unknown.1
96bd6bdcd266489d5d47b38ff4b6f499	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriae; f__Acidobacteriae; g__Paludibaculum; s__uncultured_bacterium	g__Paludibaculum_isolate.1
b5403e3d3e7f5a219e1fbe3cceee2261	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga	g__Microvirga_unknown.1
e074ed111a9a7f8a5586ac18330eb040	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__uncultured_Roseobacter	g__0319-6G20_isolate.5
36573c52d0626f8eae1a491ba0a22d0e	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__KD3-10; s__uncultured_bacterium	g__KD3-10_isolate
ee28c77c9fa1ef3ffb65a549a4dc341c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Leadbetterella; s__uncultured_Leadbetterella	g__Leadbetterella_isolate.1
a2fca8a17f63e6e934d3e19ca4051c8a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	o__Enterobacterales_unknown.40
be45e50f165915aca6e9ef864ab9075d	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria	g__Kocuria_unknown.5
9f2bf0c67b45279cca0f2ebad198aae7	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured	f__Roseiflexaceae_isolate_unknown
b7236f58acce76e91293ab381e1dd71b	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	o__Vicinamibacterales_isolate_unknown.2
aa9b3a1418d146c262ec63305292065a	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium	g__Corynebacterium_unknown.1
48782307120574c67aaa25ec7ce686ba	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown.6
d84634cd238b9645fe8281cafbdf2250	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	f__Xanthomonadaceae_unknown.1
026e0d1058ad4c32d5110297a798c666	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales	o__Enterobacterales_unknown
cb24b8cae627f2b28e403bbe594485f6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	f__Pasteurellaceae_unknown.1
761b35208c653a985ad143394bc42013	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured	c__Alphaproteobacteria_isolate_unknown
59fbb698510b311aa32c6f19199f7945	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	f__Micrococcaceae_unknown.2
0a5c23d761cf7fe7afe3ee2f79e0d3fb	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae	f__Yersiniaceae_unknown.1
19975fd10596f39f541ac78535ac7ce7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae	f__Yersiniaceae_unknown.2
d78dccbd85b3e908640126849b069f24	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus	g__Candidatus_Omnitrophus_unknown.1
66d687179ffd4bf9f5c817ca4f8c5371	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.49
100784c028583e2f7bab4426da1421cf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	g__Flavobacterium_unknown.3
d446b3bf7abe4858d7575c2d2264e76e	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__uncultured_bacterium	g__Prosthecobacter_isolate.2
c9610bcb36c78d012d9cc5ef7d635c9e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Rhodoluna	g__Rhodoluna_unknown
e56d9f79ea3f610fe830585c678dae94	d__Bacteria; p__WOR-1; c__WOR-1; o__WOR-1; f__WOR-1; g__WOR-1	g__WOR-1_unknown
ba8c564b5e41b3c7f56697e7d7132fbf	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__M2PB4-65_termite_group; g__M2PB4-65_termite_group; s__uncultured_bacterium	g__M2PB4-65_termite_group_isolate
ae17c5019229274c50a59a0b3ae7f2df	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae; s__wastewater_metagenome	g__Vicinamibacteraceae_isolate
00f76e053e09bdad2888be2edec03257	d__Bacteria; p__Firmicutes; c__Symbiobacteriia; o__Symbiobacteriales; f__Symbiobacteraceae; g__uncultured; s__uncultured_bacterium	f__Symbiobacteraceae_isolate
219ff31fec2d566e69fdba20ae365754	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter	g__Arthrobacter_unknown
931815a9e5ef14759c59882e9152675b	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Liptonbacteria; f__Candidatus_Liptonbacteria; g__Candidatus_Liptonbacteria	g__Candidatus_Liptonbacteria_unknown
4b98c9cf19a739f8643fe0f20b5c6280	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__OM60(NOR5)_clade	g__OM60(NOR5)_clade_unknown
e9c85873ff1345e21e1e95d4c1560434	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__B1-7BS; g__B1-7BS; s__uncultured_bacterium	g__B1-7BS_isolate
b6b5b457c3a6c6c05d8ed587ba2f666b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	g__Novosphingobium_unknown.5
627ca3322d9ab8f82026242e3b1494b9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	g__Flavobacterium_unknown.8
783e337acff30e31052c3a2da74219f6	d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__Thermus_thermophilus	s__Thermus_thermophilus.1
d69e2e7690e0766c9832eafd079bc99c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.572
7b7f9c073366c233fa85c7a9aee5903c	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Promicromonosporaceae; g__Isoptericola	g__Isoptericola_unknown
9664cae1104ed11cba60a2552c35cae7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae	f__Enterobacteriaceae_unknown.3
d7d8c3e3bb0d39b4fb5bbc8123d8e1ec	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Arcicella; s__Arcicella_rigui	s__Arcicella_rigui.1
63a108de088348fa151597ccb3ccc27d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhizobacter	g__Rhizobacter_unknown
4779e9dd4d1c0b3b54c25d3dad818a57	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Caenarcaniphilales; f__Caenarcaniphilales; g__Caenarcaniphilales; s__uncultured_bacterium	g__Caenarcaniphilales_isolate.1
f486933ad98321210ac2fe43bfb56b14	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	f__Comamonadaceae_unknown.38
86bf35787e74bdee924b2dc147a01c40	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_oryzae	s__Prevotella_oryzae
db8b81d9a9dc00a8b216a4f42152c9c4	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Gracilibacteria; f__Gracilibacteria; g__Gracilibacteria; s__uncultured_bacterium	g__Gracilibacteria_isolate.2
385634f084992aae3e2167a421e97aa5	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_bacterium	o__Vicinamibacterales_isolate
95d3fcf5ea5ca72d328f35b1a024aae0	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Caenarcaniphilales; f__Caenarcaniphilales; g__Caenarcaniphilales; s__uncultured_bacterium	g__Caenarcaniphilales_isolate.2
5dd9c113c6203f0314391e48c5853f4d	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	s__Deinococcus_geothermalis.5
6bdf47c01b00714b3be7857834acd0e9	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	g__Paenibacillus_unknown.5
394eda29c886632f514dd94b58381186	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus	g__Haemophilus_unknown
95b91385c5b10c90d30aa2229eb4ae0f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__uncultured; s__metagenome	f__Diplorickettsiaceae_isolate
25cb02fb17426d878afd69a79572b858	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas	g__Polaromonas_unknown
73b3ae3631ba093107a59e004da3b22f	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Candidatus_Magasanikbacteria; g__Candidatus_Magasanikbacteria; s__Candidatus_Magasanikbacteria	s__Candidatus_Magasanikbacteria
87d2fa67ff0a8c3c11ab8002543f6c74	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas	g__Stenotrophomonas_unknown.13
a69c46370ca8d72b57d72473e30e7c8a	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__metagenome	g__Saccharimonadales_isolate.3
2683f33b15843cb4b8172fbed7511468	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Uhrbacteria; f__Candidatus_Uhrbacteria; g__Candidatus_Uhrbacteria	g__Candidatus_Uhrbacteria_unknown
25bee06e9f26ee749b6bd48ef93b6a8e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces	g__Streptomyces_unknown
a09d1e53d563c36b4c9ce5745304310e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__uncultured_prokaryote	g__Novosphingobium_isolate
5756c7e1c93d4080447f7868519af977	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__uncultured_Banisveld	g__Candidatus_Omnitrophus_isolate
6b46f7e512cd9210034d43c277cdc075	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured	f__Gemmataceae_isolate_unknown
82f39b4214576034d0341b7356ea5293	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.53
8f3a14568ac186a4869f917668730657	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured; s__uncultured_Hyphomicrobiaceae	f__Micropepsaceae_isolate
9c93e2caf18e7205d18504c5d99befcb	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Candidatus_Peribacteria; f__Candidatus_Peribacteria; g__Candidatus_Peribacteria; s__uncultured_bacterium	g__Candidatus_Peribacteria_isolate.13
dfd596fedc01a089c66b8f56da15b60f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; s__uncultured_bacterium	g__Fluviicola_isolate.1
dd320763ac7c6b0a414308a5c0ced6d4	d__Bacteria	d__Bacteria_unknown.4
2322b4ef4b6a018535e083728bf8d616	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.13
cdfb2c9e02e4f387c02256cafdcbeeec	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Rickettsiella	g__Rickettsiella_unknown
54a0cf2cd8b97cc59aff34c007909c4a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__uncultured; g__uncultured; s__uncultured_bacterium	o__Lachnospirales_isolate
f2cfb17c4baf2e30d9609a42887acb64	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__uncultured; s__uncultured_bacterium	f__Diplorickettsiaceae_isolate.1
9ddf5794f853c46da2000e1bd93551a1	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Silvanigrellales; f__Silvanigrellaceae; g__Silvanigrella; s__metagenome	g__Silvanigrella_isolate
65cba181faa653f9691842cff69bbbfd	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus	g__Deinococcus_unknown
a6e24fdcbeffde7e970e1f2b37915ecf	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	g__Pseudomonas_unknown.556
0471a07d3bb1fa69cc223cbc93dd222c	d__Bacteria	d__Bacteria_unknown
acccb7cec4d146864bc11d37da55dcd0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera	g__Methylotenera_unknown
13a0758a93f581aaa2d07d2e198d7c1d	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	s__Deinococcus_geothermalis.1
a7d01bb9eadd917c57f06bc2300caa83	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__SM2D12	g__SM2D12_unknown.1
437ad1ce6fee1e0aa1a4d2733cc25507	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales	o__Burkholderiales_unknown
c546b58e0aaf0f82e7e278940d2cbaa9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	g__Flavobacterium_unknown.54
d185fd325996f96d566a28b426095b7f	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter; s__uncultured_bacterium	g__Chthoniobacter_isolate.1
c634b63ee0e5ab636581096fbd9299c6	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus	g__Paenibacillus_unknown.9
7d88cb85b80e0024b54a61e7a6da3bf0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown.12
c22b16cc6108c04f29fea3b6d4c81571	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	g__Acinetobacter_unknown.139
0a2da7a37e13369b7627e21e74959e70	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales	o__Babeliales_unknown
6de89ff96a33f42f25995480527f24b4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Schlegelella; s__uncultured_bacterium	g__Schlegelella_isolate.1
4d9bd4346edafd2b841aae25f11d98bc	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20; s__uncultured_bacterium	g__0319-6G20_isolate.3
8612a638846acf832935cb932a1f0398	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Cloacibacterium	g__Cloacibacterium_unknown
6fe7311d2f774ec0b4974490d14e8047	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__metagenome	g__Haliangium_isolate.1
4e5ff310075a50266f9d480989d68398	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter	g__Polynucleobacter_unknown.1
6326363cc12189a386d6c9e5c711038d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis	g__Asticcacaulis_unknown
11ad1b3ffea89365c7ebf516dedc42fb	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__uncultured_bacterium	g__Vermiphilaceae_isolate
1d96c036088d4ebaf06488759c1c8c05	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	g__Parcubacteria_isolate
bfea0eda6c6d0cd152047429c7fc6cfe	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	g__Bacillus_unknown.41
01be557ac24e4ce42a089f867190420d	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Caenarcaniphilales; f__Caenarcaniphilales; g__Caenarcaniphilales; s__uncultured_bacterium	g__Caenarcaniphilales_isolate
21d83670d9bba35d55ea08972cad3ba4	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__Deinococcus_geothermalis	s__Deinococcus_geothermalis.3
d8f8c62e40a17c788af0a0f16fe50161	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	g__Chthoniobacter_unknown.1
29a80c0a24e4d66d485b78255fa48bad	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Parcubacteria; f__Parcubacteria; g__Parcubacteria; s__uncultured_bacterium	g__Parcubacteria_isolate.4
c97f6ccb73c803a05eae69554f372488	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	g__Acinetobacter_unknown.140
d72d042711dbdcf31d1af5868b0966e2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Arcicella; s__uncultured_bacterium	g__Arcicella_isolate.1
e00cd99793a794244b1bed4cc9dac53d	d__Bacteria; p__Margulisbacteria; c__Margulisbacteria; o__Margulisbacteria; f__Margulisbacteria; g__Margulisbacteria; s__uncultured_bacterium	g__Margulisbacteria_isolate
1b21d2b71f96b4a59b392aee9aa1d655	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas	g__Pseudoalteromonas_unknown
a9f2d99fee250c5d85ae63e1c165c579	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Berkelbacteria; f__Berkelbacteria; g__Berkelbacteria; s__uncultured_bacterium	g__Berkelbacteria_isolate
35d467c93a4662e82c7adaaab7a5790f	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured; s__metagenome	o__Gaiellales_isolate
ad145b5c8b7c9b7ffb1c647fa0da640d	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_bacterium	o__Vicinamibacterales_isolate.1
ec6718dbfd302474d9deb534081babeb	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Salisediminibacteriaceae; g__Salipaludibacillus	g__Salipaludibacillus_unknown
4753f1f75b09eb09985c3a4698c704b1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	g__Sphingomonas_unknown.1
95848d55788d5785bc00d7f385e072a7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter	g__Pedobacter_unknown.1
6e26052ead025ac92ed7d81a0a68a479	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Babeliales; g__Babeliales	g__Babeliales_unknown
7bbae028b9b09b6594c8d599c173a410	d__Bacteria; p__Firmicutes; c__Bacilli; o__Entomoplasmatales; f__type_III; g__type_III; s__uncultured_Mollicutes	g__type_III_isolate
6b94959874b693c3304e68c57cefd287	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Sporichthyaceae; g__Sporichthyaceae; s__metagenome	g__Sporichthyaceae_isolate
0562e97bf8665edd5ae85899297a44a8	d__Bacteria; p__Deinococcota; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus	g__Thermus_unknown
ee705bbea43c68a47a9c2ba41efa2067	d__Bacteria; p__Armatimonadota; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae; g__Armatimonas	g__Armatimonas_unknown
db1dd17a7ff61cf926ea9945e1a66fc7	d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus	g__Brevibacillus_unknown.4
bbe8c20a3cdeb4a63282ad5551ad31e6	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales; s__uncultured_bacterium	g__Saccharimonadales_isolate.5
0ef7f801d6a7843d15d3bb1f771b5da0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__uncultured_bacterium	g__Legionella_isolate
a22c8ef72659b99e76dd5d4ec6b37843	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium	g__Atopobium_unknown
a0074be0bede86814f3eaaf6c579e3d1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella	g__Legionella_unknown.4
ccee9e5716085c5ac2c317fe7b0d7fa4	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_lautus	s__Paenibacillus_lautus.3
