SampleID	JarID	RichLevel	introRich	Rep	DateStart	Inhibitory	Type	13C	20A	2E	2F	2H	32E	33B	33D	34B	34F	35A	35E	37E	37H	45D	50A	50B	BTB_45	BTB_47	20C	20D	21C	24C	24D	24L	25A	25C	32G	35B	36A	36E	36G	40A	40B	45E	47C	49C	54G	BTB_28	BTB_59	volPellet	cClean	sampleID_qPCR
Inhib_2020-09-14_3_Rep6	26	3	2	Rep6	2020-09-14	Inhib	CV	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J26_Pre
Inhib_2020-09-14_10_Rep6	7	10	8	Rep6	2020-09-14	Inhib	Bd	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J7_Bd
Inhib_2020-09-14_10_Rep6	10	10	8	Rep6	2020-09-14	Inhib	CV	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	TRUE	NA	NA	TRUE	NA	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J10_Pre
Non_2020-09-14_1_Rep6	27	1	1	Rep6	2020-09-14	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J27_Bd
Non_2020-09-14_1_Rep6	28	1	1	Rep6	2020-09-14	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	R6_J28_Pre
Non_2020-09-14_3_Rep6	20	3	2	Rep6	2020-09-14	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J20_Bd
Non_2020-09-14_3_Rep6	2	3	2	Rep6	2020-09-14	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R6_J2_Pre
Non_2020-09-14_10_Rep6	16	10	8	Rep6	2020-09-14	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	TRUE	R6_J16_Bd
Non_2020-09-14_10_Rep6	6	10	8	Rep6	2020-09-14	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	NA	TRUE	NA	NA	NA	TRUE	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	TRUE	R6_J6_Pre
Con_2020-09-19_0_Rep7	17	0	0	Rep7	2020-09-19	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J17_Bd
Con_2020-09-19_0_Rep7	14	0	0	Rep7	2020-09-19	Con	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J14_Pre
Inhib_2020-09-19_1_Rep7	15	1	1	Rep7	2020-09-19	Inhib	Bd	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	R7_J15_Bd
Inhib_2020-09-19_1_Rep7	20	1	1	Rep7	2020-09-19	Inhib	CV	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J20_Pre
Inhib_2020-09-19_3_Rep7	13	3	2	Rep7	2020-09-19	Inhib	Bd	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J13_Bd
Inhib_2020-09-19_3_Rep7	10	3	2	Rep7	2020-09-19	Inhib	CV	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J10_Pre
Inhib_2020-09-19_10_Rep7	19	10	8	Rep7	2020-09-19	Inhib	Bd	NA	TRUE	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J19_Bd
Inhib_2020-09-19_10_Rep7	5	10	8	Rep7	2020-09-19	Inhib	CV	NA	TRUE	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J5_Pre
Non_2020-09-19_1_Rep7	27	1	1	Rep7	2020-09-19	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J27_Bd
Non_2020-09-19_1_Rep7	26	1	1	Rep7	2020-09-19	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R7_J26_Pre
Non_2020-09-19_3_Rep7	22	3	3	Rep7	2020-09-19	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	R7_J22_Bd
Non_2020-09-19_3_Rep7	8	3	3	Rep7	2020-09-19	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	R7_J8_Pre
Non_2020-09-19_10_Rep7	23	10	7	Rep7	2020-09-19	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	TRUE	R7_J23_Bd
Non_2020-09-19_10_Rep7	21	10	7	Rep7	2020-09-19	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	TRUE	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	TRUE	TRUE	NA	NA	NA	FALSE	R7_J21_Pre
Con_2020-09-19_0_Rep8	11	0	0	Rep8	2020-09-19	Con	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J11_Bd
Con_2020-09-19_0_Rep8	9	0	0	Rep8	2020-09-19	Con	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J9_Pre
Inhib_2020-09-19_1_Rep8	3	1	1	Rep8	2020-09-19	Inhib	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J3_Bd
Inhib_2020-09-19_1_Rep8	12	1	1	Rep8	2020-09-19	Inhib	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J12_Pre
Inhib_2020-09-19_3_Rep8	16	3	3	Rep8	2020-09-19	Inhib	Bd	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J16_Bd
Inhib_2020-09-19_3_Rep8	25	3	3	Rep8	2020-09-19	Inhib	CV	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J25_Pre
Inhib_2020-09-19_10_Rep8	24	10	8	Rep8	2020-09-19	Inhib	Bd	NA	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J24_Bd
Inhib_2020-09-19_10_Rep8	4	10	8	Rep8	2020-09-19	Inhib	CV	NA	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J4_Pre
Non_2020-09-19_1_Rep8	6	1	1	Rep8	2020-09-19	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J6_Bd
Non_2020-09-19_1_Rep8	18	1	1	Rep8	2020-09-19	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	R8_J18_Pre
Non_2020-09-19_3_Rep8	1	3	3	Rep8	2020-09-19	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J1_Bd
Non_2020-09-19_3_Rep8	7	3	3	Rep8	2020-09-19	Non	CV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	R8_J7_Pre
Non_2020-09-19_10_Rep8	2	10	6	Rep8	2020-09-19	Non	Bd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	TRUE	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	TRUE	NA	NA	NA	TRUE	R8_J2_Bd
