sampleID_qPCR	ASV_1a536b0e1f97503816f150ed89839a0f	ASV_255429c75a0f47d5a30c6ac429fa7c34	ASV_f13bd5edd93cef613314f42915c99a6f	ASV_14c6f745ca3896169903ea6ea03d48ac	ASV_033fc14444cc93f82f6464968d72c6b2	ASV_dcba105f35d8ebc9e22269c7491ad3a7	ASV_fa0bfc5b671a0016df8fd1840f314bab	ASV_e97345e9d12e47c8712c8a693016d65e	ASV_d32e579b3ae7b2aae8d5bf9f027c29af	ASV_5648dccee530d68ceb3e4d7d22cf8756	ASV_d5d20ebebb0eb375a078ec82b47a50ec	ASV_945184b6386c192c0066e0a98a154780	ASV_4850a238b7fbbd5ffa204c5a5a396f2c	ASV_205d983fc6a77838d0c5f28ea5485c28	ASV_3481fa43fe5fba6aecdc7f9aae6ed9c0	ASV_8b9ede8e4455abbacd8d8d787eb6383d	ASV_3bb0bf5132b0f988573de9bd6059b22c	ASV_63afe8e6aac58bf0d670a82ca5bc574c	ASV_4ea59d33f520370432fb7cb625b56c12	ASV_38c27ceaed634984c1225a82648cf571	ASV_f8aeec3c1ff0f4e7e1c829e4db0618d9	ASV_bdf8a26094624622d68509a87fa75ba7	ASV_6a42f6b31b1958a4fd7c015ad7affbf4	ASV_e61a7bc42a30f0ca4f170b5e3f6cad0c	ASV_43fddf1528d4a98928fd8c3a8ac23bfd	ASV_213f59ff91f42554a6570145dbeff3da	ASV_5746145cd6809625dd78c312e6605cb4	ASV_ec2d6318d95da4328567972cc10eb066	ASV_bc56a7361c9a3b49f1f1c51874321e12	ASV_fb67b286b0f781b0de13d50179318995	ASV_ffcce969599b117e0566b6767fe78b55	ASV_9f10ad79c9fd3d0d6a7b41cae19cf1f4	ASV_b65fae1900c461356f7ec33239edf811	ASV_7f499b98f8da9b1f9b8d10791ea2db91	ASV_f39b145cd0896489db3646d0d26bd418	ASV_43292d77db4e71f520bc2661f373b05f	ASV_44a162f21fda1420467bd353f5c67211	ASV_52106e22009423eaaa64743e6cdfe659	ASV_93234676188a71a3d96809c07dfbec21	ASV_4ce0d715d312a473a37ab09124cf0f34	ASV_c30ea0ffd45e89a13edc0ab8fb15c2f6	ASV_2615d9840911b76cdd3db2dd7817b53e	ASV_8e86630f5236d005b75249185d4e2d08	ASV_922f741ee774d85fd38a26312d4e9dda	ASV_d4575b9e7e37002f0d041ea717fb8a06	ASV_dd18c11c9ae50bd4f90b015e8c78de58	ASV_82dece6e35540738ba450a0c3a90b5a0	ASV_1bc599cac5647c5c30496e93ca551557	ASV_a0a6a2bfc50e87cf99e385b7384f8019	ASV_4cec258429289d8463d0d5f42a7a4cad	ASV_180843d213d81292129ca7501d19904c	ASV_5e5652fbc2332a8189559dec86869b7c	ASV_d69e2e7690e0766c9832eafd079bc99c
R12_J5_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R2_J11_Bd	0	0	0	0	0	0	0	0	0	0	0	0	6280	2898	0	0	0	13491	0	0	0	1870	0	0	0	0	0	0	13751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R2_J18_Bd	0	0	0	0	0	309	0	0	2511	0	0	0	0	0	0	0	0	0	0	17911	0	0	263	0	0	0	0	0	0	22836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R2_J2_Bd	0	0	0	0	0	0	0	0	0	0	0	0	6252	2993	0	0	0	13686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R2_J25_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26833	0	0	6990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R2_J3_Bd	0	0	0	0	0	16483	0	0	0	0	0	7339	0	0	0	4410	0	5680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R2_J6_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3_J1_Bd	0	815	1191	884	1117	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	603	1016	0	947	761	0	0	0	0	0	2382	0	0	1594	0	0	0	0	0	0	0	0	0
R3_J12_Bd	0	245	373	224	867	0	12883	0	503	6631	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	1664	0	0	26558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0
R3_J18_Bd	0	936	1478	929	1112	0	2077	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556	1538
R3_J19_Bd	0	0	0	0	0	14432	0	0	0	0	0	6625	2738	0	0	4009	0	5975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3_J25_Bd	0	0	0	0	0	12927	0	0	0	0	0	0	3768	0	0	0	0	11836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R3_J6_Bd	0	0	0	0	0	0	0	0	0	0	0	0	27403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R4_J11_Bd	0	0	0	0	0	0	37313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R4_J17_Bd	0	304	431	263	1160	0	12661	1451	971	6324	0	0	0	0	0	0	0	0	0	0	0	163	194	0	0	0	920	0	0	13341	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0
R4_J2_Bd	0	0	0	0	0	16892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15507	0	0	0	0	0	0
R4_J3_Bd	0	0	0	0	0	0	25994	0	9961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R4_J8_Bd	0	0	0	0	0	22605	0	0	0	0	0	0	0	0	0	0	9140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R4_J9_Bd	0	0	0	0	0	31647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2576	0	0	0	0	0	0	0
R5_J1_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11657	0	23214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5_J14_Bd	0	0	0	0	0	0	0	0	0	0	0	0	10138	2449	0	0	0	12201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5_J17_Bd	0	0	807	0	0	19974	1321	0	0	2763	0	0	0	0	0	0	0	1070	0	7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5_J18_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R5_J4_Bd	0	0	0	0	0	0	0	0	0	0	0	0	2204	0	0	0	0	1073	0	0	0	0	0	30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9187	0	0	0	0	0	0
R5_J8_Bd	0	0	0	0	0	0	0	0	0	1932	0	0	8391	3792	0	0	0	16581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6_J16_Bd	0	0	0	0	0	21594	0	0	0	0	0	967	1703	0	0	566	0	5321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5441	0	0	0	0	0	0
R6_J19_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27202	0	0	0	0	0
R6_J20_Bd	0	0	0	0	0	21941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9548	0	0	0	0	0	0
R6_J23_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6_J27_Bd	0	0	0	0	0	30989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6_J7_Bd	0	0	0	0	0	0	0	0	0	16795	0	0	0	0	0	0	0	912	0	0	0	0	1457	0	0	0	0	0	0	16816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R7_J13_Bd	0	0	0	0	0	21082	0	0	0	17549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R7_J15_Bd	0	0	0	0	0	22957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R7_J19_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16466	0	0	0	0	0	0	0	0	0	24873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R7_J22_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27974	0	0	0	0	0	0
R7_J23_Bd	0	0	0	0	0	0	0	0	0	0	0	0	3044	1269	5719	0	0	7122	0	0	0	2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12646	0	0	0	0	0	0
R7_J27_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31569	0	0	0	0	0	0
R8_J1_Bd	0	0	0	0	0	26012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3004	0	0	0	0	0	0	0
R8_J16_Bd	0	0	0	0	0	0	0	0	478	10824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R8_J2_Bd	0	0	0	0	0	19671	0	0	0	0	0	0	0	0	0	0	0	13022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0
R8_J24_Bd	0	0	0	0	0	0	0	0	1886	0	0	0	0	0	0	0	0	0	0	11274	0	0	0	0	0	0	0	0	0	21581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R8_J3_Bd	0	0	0	0	0	0	0	0	0	37096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R8_J6_Bd	0	0	0	0	0	27475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1999	0	0	0	0	0	0	0
R9_J12_Bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J13_Bd	0	0	362	0	0	0	6242	0	0	1049	0	0	0	0	0	0	0	550	0	5475	6520	0	0	0	0	0	0	0	0	18458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J14_Bd	0	0	0	0	0	0	0	0	0	37456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J20_Bd	0	0	0	0	0	27311	0	0	0	5340	0	0	0	0	0	0	0	9774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J26_Bd	0	0	0	0	0	0	0	0	0	32077	0	0	0	0	0	0	0	5239	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R9_J7_Bd	0	0	0	0	0	0	0	0	0	24776	0	0	0	0	0	0	0	0	0	6181	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
