IsolateID	g_sp	aveCV	aveInhibZonemm	medGrowthMidpoint	BiofilmFormer	Inhibitory	randomOrder	L0	Rep	DateStart	RichNames	RichLevel
36E	Methylobacterium_mesophilicum	0.534666667	0	10.72	TRUE	Non	1	NA	Rep12	2020-10-05	L1	1
36E	Methylobacterium_mesophilicum	0.534666667	0	10.72	TRUE	Non	1	NA	Rep12	2020-10-05	L2	3
36E	Methylobacterium_mesophilicum	0.534666667	0	10.72	TRUE	Non	1	NA	Rep12	2020-10-05	L3	10
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	7	NA	Rep11	2020-10-05	L1	NA
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	7	NA	Rep11	2020-10-05	L2	NA
36G	Arthrobacter_citreus	0.162333333	0	6.38	TRUE	Non	7	NA	Rep11	2020-10-05	L3	10
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	1	NA	Rep11	2020-10-05	L1	1
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	1	NA	Rep11	2020-10-05	L2	3
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	1	NA	Rep11	2020-10-05	L3	10
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	7	NA	Rep12	2020-10-05	L1	NA
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	7	NA	Rep12	2020-10-05	L2	NA
37E	Microbacterium_chocolatum	0.469333333	5.5	10.8	TRUE	Inhib	7	NA	Rep12	2020-10-05	L3	10
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	3	NA	Rep11	2020-10-05	L1	NA
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	3	NA	Rep11	2020-10-05	L2	3
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	3	NA	Rep11	2020-10-05	L3	10
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	6	NA	Rep12	2020-10-05	L1	NA
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	6	NA	Rep12	2020-10-05	L2	NA
37H	Paenibacillus_xylanexedens	0.668	5.5	7.02	TRUE	Inhib	6	NA	Rep12	2020-10-05	L3	10
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	9	NA	Rep11	2020-10-05	L1	NA
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	9	NA	Rep11	2020-10-05	L2	NA
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	9	NA	Rep11	2020-10-05	L3	10
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	4	NA	Rep12	2020-10-05	L1	NA
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	4	NA	Rep12	2020-10-05	L2	NA
40A	Microbacterium_deminutum	0.244	0	0.27	TRUE	Non	4	NA	Rep12	2020-10-05	L3	10
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep11	2020-10-05	L1	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep11	2020-10-05	L2	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep11	2020-10-05	L3	10
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep12	2020-10-05	L1	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep12	2020-10-05	L2	NA
47C	Kocuria_rhizophila	1.429	0	18.26	TRUE	Non	6	NA	Rep12	2020-10-05	L3	10
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	2	NA	Rep11	2020-10-05	L1	NA
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	2	NA	Rep11	2020-10-05	L2	3
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	2	NA	Rep11	2020-10-05	L3	10
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	3	NA	Rep12	2020-10-05	L1	NA
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	3	NA	Rep12	2020-10-05	L2	3
50A	Delftia_acidovorans	0.287666667	1	3.19	TRUE	Inhib	3	NA	Rep12	2020-10-05	L3	10
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	2	NA	Rep12	2020-10-05	L1	NA
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	2	NA	Rep12	2020-10-05	L2	3
50B	Chryseobacterium_lactis	0.169666667	4	72.94	TRUE	Inhib	2	NA	Rep12	2020-10-05	L3	10
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	5	NA	Rep11	2020-10-05	L1	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	5	NA	Rep11	2020-10-05	L2	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	5	NA	Rep11	2020-10-05	L3	10
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	5	NA	Rep12	2020-10-05	L1	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	5	NA	Rep12	2020-10-05	L2	NA
54G	Serratia_fonticola	0.359333333	0	5.18	TRUE	Non	5	NA	Rep12	2020-10-05	L3	10
BTB_28	Comamonas_piscis	0.294333333	0	12.82	TRUE	Non	8	NA	Rep12	2020-10-05	L1	NA
BTB_28	Comamonas_piscis	0.294333333	0	12.82	TRUE	Non	8	NA	Rep12	2020-10-05	L2	NA
BTB_28	Comamonas_piscis	0.294333333	0	12.82	TRUE	Non	8	NA	Rep12	2020-10-05	L3	10
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	10	NA	Rep11	2020-10-05	L1	NA
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	10	NA	Rep11	2020-10-05	L2	NA
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	10	NA	Rep11	2020-10-05	L3	10
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	7	NA	Rep12	2020-10-05	L1	NA
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	7	NA	Rep12	2020-10-05	L2	NA
BTB_59	Pseudomonas_lactis	2.209	0	7.55	TRUE	Non	7	NA	Rep12	2020-10-05	L3	10
